"cardId","cardName","colorCosts","colorCostsColor","colorCostsCount","colors","counterLevel","damage","description","effectList","imageName","isPersistentSpell","isTO","level","power","rarity","reviveLevel","traits","types"
"test_90","盗掘ジャーニー","[{""S"":""black""},{""S"":""black""}]","black","2","[{""S"":""black""}]","0","1","破壊時:自分の墓地のユニット1体を手札に戻す。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnDestroy""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""ToDeckBotttom""},""options"":{""BOOL"":false},""type"":{""S"":""Select""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""target"":{""S"":""PlayerGrave""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""ToDeckBotttom""},""options"":{""L"":[{""S"":""bottom""}]},""type"":{""S"":""SelectOption""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""ToDeckBotttom""},""type"":{""S"":""MoveDeck""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""""}}}]}}}]","black_monster","","false","3","3000","R","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_13","連続火山弾","[{""S"":""red""},{""S"":""red""},{""S"":""red""}]","red","3","[{""S"":""red""}]","0","0","場のパワー3000以下のユニットをランダムに破壊する。\n場のパワー5000以下のユニットをランダムに破壊する。","[{""M"":{""activationType"":{""S"":""Arts""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""random""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""S"":""0""},""selectionKey"":{""S"":""DestroyTarget""},""type"":{""S"":""Select""},""keyword"":{""S"":""Power""},""value"":{""S"":""3000""},""target"":{""S"":""AllMonsters""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""DestroyTarget""},""type"":{""S"":""Destroy""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""""}}},{""M"":{""mode"":{""S"":""random""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""S"":""0""},""selectionKey"":{""S"":""DestroyTarget2""},""type"":{""S"":""Select""},""keyword"":{""S"":""Power""},""value"":{""S"":""3000""},""target"":{""S"":""""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""DestroyTarget2""},""type"":{""S"":""Destroy""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""""}}}]}}}]","red_magic_1","","false","6","0","R","0","[{""S"":""spell""}]","[{""S"":""spell""}]"
"test_14","赤アーツ","[{""S"":""red""}]","red","1","[{""S"":""red""}]","0","0","パワー2000以下のユニット1体をランダムに破壊する。\nリバース","[{""M"":{""activationType"":{""S"":""Arts""},""condition"":{""S"":""""},""description"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""duration"":{""S"":""""},""mode"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""power<=2000""},""selectionKey"":{""S"":""DeleteTarget""},""subValue"":{""N"":""0""},""options"":{""BOOL"":false},""keyword"":{""S"":""""},""type"":{""S"":""Select""},""value"":{""N"":""0""},""target"":{""S"":""EnemyField""}}},{""M"":{""duration"":{""S"":""""},""mode"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""DeleteTarget""},""subValue"":{""N"":""0""},""keyword"":{""S"":""""},""type"":{""S"":""Destroy""},""value"":{""N"":""0""},""target"":{""S"":""""}}}]}}},{""M"":{""activationType"":{""S"":""Counter""},""condition"":{""S"":""""},""description"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""duration"":{""S"":""""},""mode"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""power<=2000""},""selectionKey"":{""S"":""DeleteTarget""},""subValue"":{""N"":""0""},""options"":{""BOOL"":false},""keyword"":{""S"":""""},""type"":{""S"":""Select""},""value"":{""N"":""0""},""target"":{""S"":""EnemyField""}}},{""M"":{""duration"":{""S"":""""},""mode"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""DeleteTarget""},""subValue"":{""N"":""0""},""keyword"":{""S"":""""},""type"":{""S"":""Destroy""},""value"":{""N"":""0""},""target"":{""S"":""""}}}]}}}]","red_magic_2","","false","4","0","","0","[{""S"":""spell""}]","[{""S"":""spell""}]"
"test_43","増幅の芽吹きミルナ","[{""S"":""green""}]","green","1","[{""S"":""green""}]","0","0","召喚時:このターン次に召喚するユニットは『パワー+2000』を得る。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""このターン次に召喚するモンスターを+3000/1""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnPlay""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""UntilEndTurn""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""NextSummonBuff""},""keyword"":{""S"":""Power""},""value"":{""S"":""3000""},""target"":{""S"":""Self""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""UntilEndTurn""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""NextSummonBuff""},""keyword"":{""S"":""Damage""},""value"":{""S"":""1""},""target"":{""S"":""Self""}}}]}}}]","green_monster_3","","false","1","500","C","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_100","毒霧の街","[{""S"":""black""},{""S"":""black""}]","black","2","[{""S"":""black""}]","0","0","発動時:このターン終了時までお互いのユニットは全て『−2000』を得る。\n発動中:お互いのユニット全ては『パワー−2000』『ダメージ+1』を得る。パワーが0のユニットは破壊される。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""PowerAura""},""keyword"":{""S"":""""},""value"":{""S"":""-2000""},""target"":{""S"":""AllField""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""DamageAura""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""target"":{""S"":""AllField""}}}]}}}]","black_field","","false","6","0","C","0","[{""S"":""field""}]","[{""S"":""field""}]"
"test_76","浄化の光","[{""S"":""yellow""},{""S"":""yellow""}]","yellow","2","[{""S"":""yellow""}]","0","0","自分の場のユニットの数まで相手の場のユニットをパッシブにする。\nTO:このカードの効果を適用する。","[{""M"":{""activationType"":{""S"":""ShieldTrigger""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""multiple""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Select""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""EnemyField""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""""}}}]}}}]","yellow_magic","","true","7","0","C","0","[{""S"":""spell""}]","[{""S"":""spell""}]"
"test_18","餓狼剣","[{""S"":""red""}]","red","1","[{""S"":""red""}]","0","0","バトル勝利時:相手のパワー3000以下のユニット1体を破壊する。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""バトルに勝利した時、相手のパワー3000以下を1体破壊する""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnBattleWin""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""power<=3000""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""DeleteTarget""},""type"":{""S"":""Select""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""target"":{""S"":""EnemyField""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""DeleteTarget""},""type"":{""S"":""Destroy""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""target"":{""S"":""""}}}]}}}]","red_equip_1","","false","3","0","C","0","[{""S"":""equip""}]","[{""S"":""equip""}]"
"test_99","強制細胞組換え装置","[]","","0","[{""S"":""black""}]","0","0","ターン開始時[自]:このユニットを破壊し、効果を持たない同名のユニットを場に出す。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnPhaseStart_Draw""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Destroy""},""keyword"":{""S"":""""},""value"":{""S"":""0""},""target"":{""S"":""Self""}}},{""M"":{""mode"":{""S"":""isVanilla""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""CreateToken""},""keyword"":{""S"":""Self""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}}]","black_equip","","false","5","0","C","0","[{""S"":""equip""}]","[{""S"":""equip""}]"
"token_006","キングズルワーム","[{""S"":""green""}]","","","[{""S"":""green""}]","0","1","","","","","false","3","4000","C","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_48","緑ユニット","[{""S"":""green""},{""S"":""green""}]","green","1","[{""S"":""green""}]","0","1","場を離れた時:相手のユニット1体は『次のターン終了時までリーダーに攻撃出来ない。」を得る。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""TO""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""CreateToken""},""keyword"":{""S"":""token_006""},""value"":{""S"":""1""},""target"":{""S"":""PlayerLeader""}}}]}}}]","green_monster_8","","false","3","3000","","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_64","神兵空母オリンポス","[{""S"":""yellow""},{""S"":""yellow""},{""S"":""yellow""}]","yellow","3","[{""S"":""yellow""}]","0","0","常時:このユニットはパッシブになる。\n召喚時:『特攻機ブレイバー』『撹乱機ファントム』『護衛機シールド』からランダムに1体を場に出す。\nターン開始時[自]:1コストを支払い『特攻機ブレイバー』『撹乱機ファントム』『護衛機シールド』からランダムに1体を場に出す。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnPlay""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""random""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""RandomTarget""},""options"":{""L"":[{""S"":""token_008""},{""S"":""token_009""},{""S"":""token_010""}]},""type"":{""S"":""SelectOption""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""prompt"":{""S"":""""},""target"":{""S"":""""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""RandomTarget""},""options"":{""BOOL"":false},""type"":{""S"":""CreateToken""},""keyword"":{""S"":""GetPreviousResult""},""value"":{""N"":""0""},""prompt"":{""S"":""""},""target"":{""S"":""PlayerLeader""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""AlwaysPassive""},""value"":{""N"":""0""},""prompt"":{""S"":""""},""target"":{""S"":""Self""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnTurnStart""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""options"":{""BOOL"":false},""type"":{""S"":""PayCost""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""prompt"":{""S"":""""},""target"":{""S"":""PlayerLeader""}}},{""M"":{""mode"":{""S"":""random""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""RandomTarget""},""options"":{""L"":[{""S"":""token_008""},{""S"":""token_009""},{""S"":""token_010""}]},""type"":{""S"":""SelectOption""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""prompt"":{""S"":""""},""target"":{""S"":""""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""RandomTarget""},""options"":{""BOOL"":false},""type"":{""S"":""CreateToken""},""keyword"":{""S"":""GetPreviousResult""},""value"":{""N"":""0""},""prompt"":{""S"":""""},""target"":{""S"":""PlayerLeader""}}}]}}}]","yellow_monster","","false","6","2500","R","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_45","可能性の繭","[{""S"":""green""},{""S"":""green""}]","green","1","[{""S"":""green""}]","0","0","召喚時：次のユニットからランダムな1体に変身する。\n『ジャンクインセクト』『ジャイアントモス』『輝光粘糸ジュエルスパイダー』『正義蟷螂オラシオン』『特異点の存在』","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""description"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnPlay""},""actions"":{""L"":[{""M"":{""duration"":{""S"":""""},""mode"":{""S"":""random""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""RandomSelectKey""},""subValue"":{""N"":""0""},""options"":{""L"":[{""S"":""token_001""},{""S"":""token_002""},{""S"":""token_003""},{""S"":""token_004""},{""S"":""token_005""}]},""keyword"":{""S"":""""},""type"":{""S"":""SelectOption""},""weights"":{""L"":[{""N"":""10""},{""N"":""40""},{""N"":""30""},{""N"":""15""},{""N"":""5""}]},""value"":{""N"":""0""},""target"":{""S"":""""}}},{""M"":{""duration"":{""S"":""""},""mode"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""RandomSelectKey""},""subValue"":{""N"":""0""},""options"":{""BOOL"":false},""keyword"":{""S"":""""},""type"":{""S"":""Transform""},""value"":{""N"":""0""},""target"":{""S"":""""}}}]}}}]","green_monster_5","","false","7","1000","SR","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_78","天の羽衣","[]","","0","[{""S"":""yellow""}]","0","0","ターン終了時[自]:このユニットをアクティブにする。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnTurnEnd""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""CallMethod""},""keyword"":{""S"":""Activate""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}}]","yellow_equip","","false","2","0","C","0","[{""S"":""equip""}]","[{""S"":""equip""}]"
"test_25","文明の残滓ケートス","[{""S"":""blue""},{""S"":""blue""},{""S"":""blue""}]","blue","3","[{""S"":""blue""}]","0","2","召喚時:『文明の残滓ケートス』以外のお互いのユニット、ステージ、カウンターエリアのカードを全て手札に戻す。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnSummon""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""excludeId=test_25""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Bounce""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""prompt"":{""S"":""""},""target"":{""S"":""AllUnitsStagesCounters""}}}]}}}]","blue_monster_5","","false","9","9000","SR","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"token_003","輝光粘糸ジュエルスパイダー","[{""S"":""green""},{""S"":""green""}]","green","2","[{""S"":""green""}]","","1","プレイ時:最もパワーの高い相手ユニットは『次のターン終了時までリーダーに攻撃出来ない。」を得る。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnPlay""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""highestPower""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""BattleBuff""},""keyword"":{""S"":""UnAttackableLeader""},""value"":{""S"":""0""},""target"":{""S"":""EnemyField""}}}]}}}]","","","","6","6000","C","","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_44","清樹の恵霊ラフィナ","[{""S"":""green""},{""S"":""green""},{""S"":""green""}]","green","1","[{""S"":""green""}]","0","1","召喚時:ストーン(アクティブ)を1つ、カラー緑を1つを獲得する。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnPlay""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""GainLevel""},""keyword"":{""S"":""green""},""value"":{""S"":""1""},""target"":{""S"":""""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""GainLevel""},""keyword"":{""S"":""""},""value"":{""S"":""2""},""target"":{""S"":""""}}}]}}}]","green_monster_4","","false","6","6000","R","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_27","船喰らいの大蛇","[{""S"":""blue""},{""S"":""blue""}]","blue","2","[{""S"":""blue""}]","0","1","召喚時:2枚ドローし、手札を1枚墓地へ送る。\nTO:コストを支払わずにダメージエリアから召喚し、自分のリーダーに1ダメージを置く。","[{""M"":{""activationType"":{""S"":""ShieldTrigger""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnSummon""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Draw""},""keyword"":{""S"":""""},""value"":{""S"":""2""},""prompt"":{""S"":""""},""target"":{""S"":""PlayerLeader""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""DeleteTarget""},""type"":{""S"":""Select""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""prompt"":{""S"":""""},""target"":{""S"":""PlayerHand""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""DeleteTarget""},""type"":{""S"":""Discard""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""prompt"":{""S"":""""},""target"":{""S"":""""}}}]}}},{""M"":{""activationType"":{""S"":""TO""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""MoveField""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""prompt"":{""S"":""""},""target"":{""S"":""Self""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""ApplyDamage""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""prompt"":{""S"":""""},""target"":{""S"":""PlayerLeader""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""DeleteTarget""},""type"":{""S"":""Draw""},""keyword"":{""S"":""""},""value"":{""S"":""2""},""prompt"":{""S"":""""},""target"":{""S"":""PlayerLeader""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""DeleteTarget""},""type"":{""S"":""Select""},""keyword"":{""S"":""""},""value"":{""S"":""3""},""prompt"":{""S"":""""},""target"":{""S"":""PlayerHand""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""DeleteTarget""},""type"":{""S"":""Discard""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""prompt"":{""S"":""""},""target"":{""S"":""""}}}]}}}]","blue_monster_7","","true","6","2000","R","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_79","パワーヘイロー","[]","","0","[{""S"":""yellow""}]","0","0","『プロテクト』を得る。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""Blocker""},""value"":{""N"":""0""},""target"":{""S"":""Equipped""}}}]}}}]","yellow_equip","","false","3","0","C","0","[{""S"":""equip""}]","[{""S"":""equip""}]"
"test_72","涅槃の聖騎士","[{""S"":""yellow""},{""S"":""yellow""}]","yellow","2","[{""S"":""yellow""}]","0","0","常時:自分がそのターンに受ける2回目のダメージは−1される。\nプロテクト","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""PlayerStatus""},""keyword"":{""S"":""ReduceSecondDamage""},""value"":{""N"":""0""},""target"":{""S"":""PlayerLeader""}}}]}}}]","yellow_monster","","false","7","5000","R","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_07","ワイルドファイアビースト","[{""S"":""red""},{""S"":""red""}]","red","2","[{""S"":""red""}]","0","1","召喚時:相手のカラー1つをランダムに破壊する。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnPlay""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""DestroyLevel""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""target"":{""S"":""EnemyLeader""}}}]}}}]","red_monster_7","","false","5","2000","R","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
